view	split	strategy	seed	partition	examples_voc	examples_unv	pair_ids	forms	lexemes	roots	orthographic_root_groups	root_binyan_pairs	targets_identical_to_an_exposed_form_voc	targets_identical_to_an_exposed_form_unv
past_reinflection	cell_k2_seed1	cell_k	1	test	44100	44100	44100	44100	6300	1000	1000	6300	0.0	1579.0
past_reinflection	cell_k4_seed1	cell_k	1	train	21000	21000	21000	21000	7000	1000	1000	7000		
past_reinflection	cell_k4_seed1	cell_k	1	dev	3500	3500	3500	3500	700	514	514	700	0.0	369.0
past_reinflection	cell_k4_seed1	cell_k	1	test	31500	31500	31500	31500	6300	1000	1000	6300	0.0	3357.0
past_reinflection	cell_k6_seed1	cell_k	1	train	35000	35000	35000	35000	7000	1000	1000	7000		
past_reinflection	cell_k6_seed1	cell_k	1	dev	2100	2100	2100	2100	700	523	523	700	0.0	363.0
past_reinflection	cell_k6_seed1	cell_k	1	test	18900	18900	18900	18900	6300	1000	1000	6300	0.0	3391.0
past_reinflection	cell_k8_seed1	cell_k	1	train	49000	49000	49000	49000	7000	1000	1000	7000		
past_reinflection	cell_k8_seed1	cell_k	1	dev	700	700	700	700	700	525	525	700	0.0	152.0
past_reinflection	cell_k8_seed1	cell_k	1	test	6300	6300	6300	6300	6300	1000	1000	6300	0.0	1575.0
past_reinflection	iid_seed2	iid	2	train	44800	44800	44800	44800	7000	1000	1000	7000		
past_reinflection	iid_seed2	iid	2	dev	5600	5600	5600	5600	3991	997	997	3991		
past_reinflection	iid_seed2	iid	2	test	5600	5600	5600	5600	3961	1000	1000	3961		
past_reinflection	lexeme_holdout_seed2	lexeme_holdout	2	train	44800	44800	44800	44800	5600	1000	1000	5600		
past_reinflection	lexeme_holdout_seed2	lexeme_holdout	2	dev	5600	5600	5600	5600	700	528	528	700		
past_reinflection	lexeme_holdout_seed2	lexeme_holdout	2	test	5600	5600	5600	5600	700	521	521	700		
past_reinflection	root_holdout_seed2	root_holdout	2	train	44800	44800	44800	44800	5600	800	800	5600		
past_reinflection	root_holdout_seed2	root_holdout	2	dev	5600	5600	5600	5600	700	100	100	700		
past_reinflection	root_holdout_seed2	root_holdout	2	test	5600	5600	5600	5600	700	100	100	700		
past_reinflection	root_binyan_holdout_seed2	root_binyan_holdout	2	train	44800	44800	44800	44800	5600	1000	1000	5600		
past_reinflection	root_binyan_holdout_seed2	root_binyan_holdout	2	dev	5600	5600	5600	5600	700	522	522	700		
past_reinflection	root_binyan_holdout_seed2	root_binyan_holdout	2	test	5600	5600	5600	5600	700	499	499	700		
past_reinflection	cell_k2_seed2	cell_k	2	train	7000	7000	7000	7000	7000	1000	1000	7000		
past_reinflection	cell_k2_seed2	cell_k	2	dev	4900	4900	4900	4900	700	523	523	700	0.0	182.0
past_reinflection	cell_k2_seed2	cell_k	2	test	44100	44100	44100	44100	6300	1000	1000	6300	0.0	1531.0
past_reinflection	cell_k4_seed2	cell_k	2	train	21000	21000	21000	21000	7000	1000	1000	7000		
past_reinflection	cell_k4_seed2	cell_k	2	dev	3500	3500	3500	3500	700	529	529	700	0.0	361.0
past_reinflection	cell_k4_seed2	cell_k	2	test	31500	31500	31500	31500	6300	1000	1000	6300	0.0	3352.0
past_reinflection	cell_k6_seed2	cell_k	2	train	35000	35000	35000	35000	7000	1000	1000	7000		
past_reinflection	cell_k6_seed2	cell_k	2	dev	2100	2100	2100	2100	700	519	519	700	0.0	391.0
past_reinflection	cell_k6_seed2	cell_k	2	test	18900	18900	18900	18900	6300	1000	1000	6300	0.0	3325.0
past_reinflection	cell_k8_seed2	cell_k	2	train	49000	49000	49000	49000	7000	1000	1000	7000		
past_reinflection	cell_k8_seed2	cell_k	2	dev	700	700	700	700	700	535	535	700	0.0	176.0
past_reinflection	cell_k8_seed2	cell_k	2	test	6300	6300	6300	6300	6300	1000	1000	6300	0.0	1570.0
past_reinflection	rootclass_strong_seed0	class_ood	0	train	3136	3136	3136	3136	392	56	56	392		
past_reinflection	rootclass_strong_seed0	class_ood	0	dev	336	336	336	336	42	6	6	42		
past_reinflection	rootclass_strong_seed0	class_ood	0	test	52528	52528	52528	52528	6566	938	938	6566		
past_reinflection	rootclass_initial_nun_seed0	class_ood	0	train	47264	47264	47264	47264	5908	844	844	5908		
past_reinflection	rootclass_initial_nun_seed0	class_ood	0	dev	5264	5264	5264	5264	658	94	94	658		
past_reinflection	rootclass_initial_nun_seed0	class_ood	0	test	3472	3472	3472	3472	434	62	62	434		
past_reinflection	rootclass_strong_seed1	class_ood	1	train	3136	3136	3136	3136	392	56	56	392		
past_reinflection	rootclass_strong_seed1	class_ood	1	dev	336	336	336	336	42	6	6	42		
past_reinflection	rootclass_strong_seed1	class_ood	1	test	52528	52528	52528	52528	6566	938	938	6566		
past_reinflection	rootclass_initial_nun_seed1	class_ood	1	train	47264	47264	47264	47264	5908	844	844	5908		
past_reinflection	rootclass_initial_nun_seed1	class_ood	1	dev	5264	5264	5264	5264	658	94	94	658		
past_reinflection	rootclass_initial_nun_seed1	class_ood	1	test	3472	3472	3472	3472	434	62	62	434		
past_reinflection	rootclass_strong_seed2	class_ood	2	train	3136	3136	3136	3136	392	56	56	392		
past_reinflection	rootclass_strong_seed2	class_ood	2	dev	336	336	336	336	42	6	6	42		
past_reinflection	rootclass_strong_seed2	class_ood	2	test	52528	52528	52528	52528	6566	938	938	6566		
past_reinflection	rootclass_initial_nun_seed2	class_ood	2	train	47264	47264	47264	47264	5908	844	844	5908		
past_reinflection	rootclass_initial_nun_seed2	class_ood	2	dev	5264	5264	5264	5264	658	94	94	658		
past_reinflection	rootclass_initial_nun_seed2	class_ood	2	test	3472	3472	3472	3472	434	62	62	434		
full_paradigm	cell_k2_seed0	cell_k	0	train	14000	14000	14000	14000	7000	1000	1000	7000		
full_paradigm	cell_k2_seed0	cell_k	0	dev	9800	9800	9800	4900	700	514	514	700	0.0	342.0
full_paradigm	cell_k2_seed0	cell_k	0	test	88200	88200	88200	44100	6300	1000	1000	6300	0.0	3102.0
full_paradigm	cell_k2_seed0	cell_k	0	excluded	392000	392000	392000	63000	7000	1000	1000	7000		
full_paradigm	cell_k4_seed0	cell_k	0	train	84000	84000	84000	28000	7000	1000	1000	7000		
full_paradigm	cell_k4_seed0	cell_k	0	dev	14000	14000	14000	3500	700	519	519	700	0.0	1488.0
full_paradigm	cell_k4_seed0	cell_k	0	test	126000	126000	126000	31500	6300	1000	1000	6300	0.0	13644.0
full_paradigm	cell_k4_seed0	cell_k	0	excluded	280000	280000	280000	63000	7000	1000	1000	7000		
full_paradigm	cell_k6_seed0	cell_k	0	train	210000	210000	210000	42000	7000	1000	1000	7000		
full_paradigm	cell_k6_seed0	cell_k	0	dev	12600	12600	12600	2100	700	530	530	700	0.0	2196.0
full_paradigm	cell_k6_seed0	cell_k	0	test	113400	113400	113400	18900	6300	1000	1000	6300	0.0	20262.0
full_paradigm	cell_k6_seed0	cell_k	0	excluded	168000	168000	168000	63000	7000	1000	1000	7000		
full_paradigm	cell_k8_seed0	cell_k	0	train	392000	392000	392000	56000	7000	1000	1000	7000		
full_paradigm	cell_k8_seed0	cell_k	0	dev	5600	5600	5600	700	700	520	520	700	0.0	1384.0
full_paradigm	cell_k8_seed0	cell_k	0	test	50400	50400	50400	6300	6300	1000	1000	6300	0.0	12688.0
full_paradigm	cell_k8_seed0	cell_k	0	excluded	56000	56000	56000	56000	7000	1000	1000	7000		
full_paradigm	cell_k2_seed1	cell_k	1	train	14000	14000	14000	14000	7000	1000	1000	7000		
full_paradigm	cell_k2_seed1	cell_k	1	dev	9800	9800	9800	4900	700	518	518	700	0.0	350.0
full_paradigm	cell_k2_seed1	cell_k	1	test	88200	88200	88200	44100	6300	1000	1000	6300	0.0	3158.0
full_paradigm	cell_k2_seed1	cell_k	1	excluded	392000	392000	392000	63000	7000	1000	1000	7000		
full_paradigm	cell_k4_seed1	cell_k	1	train	84000	84000	84000	28000	7000	1000	1000	7000		
full_paradigm	cell_k4_seed1	cell_k	1	dev	14000	14000	14000	3500	700	514	514	700	0.0	1476.0
full_paradigm	cell_k4_seed1	cell_k	1	test	126000	126000	126000	31500	6300	1000	1000	6300	0.0	13428.0
full_paradigm	cell_k4_seed1	cell_k	1	excluded	280000	280000	280000	63000	7000	1000	1000	7000		
full_paradigm	cell_k6_seed1	cell_k	1	train	210000	210000	210000	42000	7000	1000	1000	7000		
full_paradigm	cell_k6_seed1	cell_k	1	dev	12600	12600	12600	2100	700	523	523	700	0.0	2178.0
full_paradigm	cell_k6_seed1	cell_k	1	test	113400	113400	113400	18900	6300	1000	1000	6300	0.0	20346.0
full_paradigm	cell_k6_seed1	cell_k	1	excluded	168000	168000	168000	63000	7000	1000	1000	7000		
full_paradigm	cell_k8_seed1	cell_k	1	train	392000	392000	392000	56000	7000	1000	1000	7000		
full_paradigm	cell_k8_seed1	cell_k	1	dev	5600	5600	5600	700	700	525	525	700	0.0	1216.0
full_paradigm	cell_k8_seed1	cell_k	1	test	50400	50400	50400	6300	6300	1000	1000	6300	0.0	12600.0
full_paradigm	cell_k8_seed1	cell_k	1	excluded	56000	56000	56000	56000	7000	1000	1000	7000		
full_paradigm	cell_k2_seed2	cell_k	2	train	14000	14000	14000	14000	7000	1000	1000	7000		
full_paradigm	cell_k2_seed2	cell_k	2	dev	9800	9800	9800	4900	700	523	523	700	0.0	364.0
full_paradigm	cell_k2_seed2	cell_k	2	test	88200	88200	88200	44100	6300	1000	1000	6300	0.0	3062.0
full_paradigm	cell_k2_seed2	cell_k	2	excluded	392000	392000	392000	63000	7000	1000	1000	7000		
full_paradigm	cell_k4_seed2	cell_k	2	train	84000	84000	84000	28000	7000	1000	1000	7000		
full_paradigm	cell_k4_seed2	cell_k	2	dev	14000	14000	14000	3500	700	529	529	700	0.0	1444.0
full_paradigm	cell_k4_seed2	cell_k	2	test	126000	126000	126000	31500	6300	1000	1000	6300	0.0	13408.0
full_paradigm	cell_k4_seed2	cell_k	2	excluded	280000	280000	280000	63000	7000	1000	1000	7000		
full_paradigm	cell_k6_seed2	cell_k	2	train	210000	210000	210000	42000	7000	1000	1000	7000		
full_paradigm	cell_k6_seed2	cell_k	2	dev	12600	12600	12600	2100	700	519	519	700	0.0	2346.0
full_paradigm	cell_k6_seed2	cell_k	2	test	113400	113400	113400	18900	6300	1000	1000	6300	0.0	19950.0
full_paradigm	cell_k6_seed2	cell_k	2	excluded	168000	168000	168000	63000	7000	1000	1000	7000		
full_paradigm	cell_k8_seed2	cell_k	2	train	392000	392000	392000	56000	7000	1000	1000	7000		
full_paradigm	cell_k8_seed2	cell_k	2	dev	5600	5600	5600	700	700	535	535	700	0.0	1408.0
full_paradigm	cell_k8_seed2	cell_k	2	test	50400	50400	50400	6300	6300	1000	1000	6300	0.0	12560.0
full_paradigm	cell_k8_seed2	cell_k	2	excluded	56000	56000	56000	56000	7000	1000	1000	7000		
