lexeme_id	lemma_vocalized	binyan	source_primary	quality_tier	past_observed_cells	past_completeness	missing_past_cells
LX-bafc724f01	הִתְלוֹנֵן	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-b8957b0c59	הִתְמַכֵּר	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-2d891da077	הִתְמַלֵּא	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-da58ea4612	הִתְמַצֵּא	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-7d453cb28b	הִתְמוֹדֵד	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-e3dbc11ba5	הִתְנַבֵּא		unimorph_heb	QUESTIONABLE	9	1.0	
LX-3777e4aec6	הִתְנַגֵּד	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-c6c5520e5b	הִתְנַדֵּב	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-8b691001e1	הִתְנַזֵּר		unimorph_heb	QUESTIONABLE	9	1.0	
LX-410026e5d5	הִתְנַכֵּר	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-ff0a75f9d2	הִתְנַפֵּל	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-aa5f3f97ad	הִתְנַצֵּל	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-b84daf0549	הִתְנַקֵּשׁ	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-9389d0d56a	הִתְנַשֵּׁק	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-2516618eea	הִתְעַטֵּף	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-ae89415304	הִתְעַלֵּל	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-b8ce4669c5	הִתְעַלֵּף	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-3e6cdd925d	הִתְעַצֵּל	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-eef3b958e9	הִתְעוֹרֵר	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-956f476cb6	הִתְפַּלֵּא	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-cdb366ab36	הִתְפַּלֵּל	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-2e98c0beb0	הִתְפַּשֵּׁט	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-0eb21333e9	הִתְפַסְפֵס		unimorph_heb	QUESTIONABLE	9	1.0	
LX-10d9508264	הִתְפּוֹצֵץ	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-ec6a963ec5	הִתְקַבֵּל		unimorph_heb	QUESTIONABLE	9	1.0	
LX-113c768d0c	הִתְקַדֵּם	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-ef3e26f237	הִתְקַמֵּט		unimorph_heb	QUESTIONABLE	9	1.0	
LX-2f8a48da70	הִתְקַנֵּא	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-58e6bb7696	הִתְקַשֵּׁר	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-9b1c3af462	הִתְקָרֵב	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-93aad878fe	הִתְקוֹמֵם	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-117900dfa8	הִתְרַגֵּז		unimorph_heb	QUESTIONABLE	9	1.0	
LX-60079d536b	הִתְרַגֵּל		unimorph_heb	QUESTIONABLE	9	1.0	
LX-3649398165	הִתְרַפֵּא	HITPAEL	unimorph_heb	SILVER	9	1.0	
LX-433573875b	הִתְרוֹמֵם	HITPAEL	unimorph_heb	GOLD	9	1.0	
LX-47b371ce9e	הֵאֵט	HIFIL	unimorph_heb	GOLD	9	1.0	
LX-1e9ae83f94	הֵבִיא	HIFIL	unimorph_heb	GOLD	9	1.0	
LX-35a9911948	הֵבִין	HIFIL	unimorph_heb	GOLD	9	1.0	
LX-76478197e3	הֵגִיב	HIFIL	unimorph_heb	GOLD	9	1.0	
LX-c2a4598837	הֵכִיל	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-82720ad029	הֵסִיר	HIFIL	unimorph_heb	GOLD	9	1.0	
LX-0a7c205c5f	הֵסֵב	HIFIL	unimorph_heb	GOLD	9	1.0	
LX-6d612f84c0	הֵעֵז	HIFIL	unimorph_heb	GOLD	9	1.0	
LX-86048362c6	הֶאֱמִין	HIFIL	unimorph_heb	GOLD	9	1.0	
LX-0c9db8c268	הֶחְלִיט	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-2b6ae5a58f	הֶחְמִיץ	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-1c6c2f2853	הָיָה	PAAL	unimorph_heb	SILVER	9	1.0	
LX-45a1e26f59	הָרַג	PAAL	unimorph_heb	GOLD	9	1.0	
LX-c77a638fe9	הֻזְכַּר	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-7c7f91a4b8	הֻחְלַט	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-0966d22501	הֻכְנַס	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-b60212497e	הֻכְשַׁר		unimorph_heb	QUESTIONABLE	9	1.0	
LX-f7c78e84bd	הֻכַּר	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-3b2fdf89d4	הֻסַּע	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-90e9f30f07	הֻפְשַׁט	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-0d9e372cdb	הֻצַּל	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-b64c2d737c	הֻקַּף		unimorph_heb	QUESTIONABLE	9	1.0	
LX-29fa38336f	הֻשְׁלַט		unimorph_heb	QUESTIONABLE	9	1.0	
LX-a099a47335	הֻתְפַּל		unimorph_heb	QUESTIONABLE	9	1.0	
LX-9d187e35c4	הֻתְקַף	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-51e5f73ea3	הוֹבִיל	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-25abec0cbb	הוֹדִיעַ	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-5d26abed74	הוֹכִיחַ	HIFIL	unimorph_heb	QUESTIONABLE	9	1.0	
LX-b21954ec6c	הוֹלִיד	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-df31d26a25	הוֹסִיף	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-4ac10ca2bd	הוֹפִיעַ	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-72853ec929	הוֹצִיא	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-35480bb99e	הוֹרִיד	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-605a42ce47	הוֹרִישׁ	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-4d2ff493ca	הוֹשִׁיב	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-af4d4f3365	הוֹתִיר	HIFIL	unimorph_heb	SILVER	9	1.0	
LX-ce89cee166	הוּבַל	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-84abc2fe49	הוּכַח	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-d2a3bcec99	הוּסַף	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-4a74ca1f24	הוּרַד	HUFAL	unimorph_heb	SILVER	9	1.0	
LX-df5a88d9d0	זִהָה	PIEL	unimorph_heb	SILVER	9	1.0	
LX-ffec1cf59b	זִיֵּן	PIEL	unimorph_heb	GOLD	9	1.0	
LX-902e061982	זָז	PAAL	unimorph_heb	GOLD	9	1.0	
LX-e8c2490fc9	זָכַר	PAAL	unimorph_heb	GOLD	9	1.0	
LX-26a5c615b3	זָכָה		unimorph_heb	QUESTIONABLE	9	1.0	
LX-3cd3d29812	זָן	PAAL	unimorph_heb	GOLD	9	1.0	
LX-8140f5e99e	זָנַח	PAAL	unimorph_heb	SILVER	9	1.0	
LX-2dbe7cf2e2	זָעַף	PAAL	unimorph_heb	SILVER	9	1.0	
LX-c181da4369	זָקַף	PAAL	unimorph_heb	SILVER	9	1.0	
LX-c9603c82d9	זָרַח	PAAL	unimorph_heb	SILVER	9	1.0	
LX-a640e0449d	זָרַק	PAAL	unimorph_heb	SILVER	9	1.0	
LX-bf1c5ed831	חִכָּה	PIEL	unimorph_heb	SILVER	9	1.0	
LX-67def93c2e	חִלֵּל	PIEL	unimorph_heb	GOLD	9	1.0	
LX-7e19633dd9	חִנֵּךְ	PIEL	unimorph_heb	SILVER	9	1.0	
LX-8fd108f6c0	חִקָּה	PIEL	unimorph_heb	GOLD	9	1.0	
LX-8807c45311	חָדַר	PAAL	unimorph_heb	SILVER	9	1.0	
LX-b3899b9aae	חָזַק	PAAL	unimorph_heb	SILVER	9	1.0	
LX-2e3caa094d	חַי	PAAL	unimorph_heb	GOLD	9	1.0	
LX-3ca9c15e47	חָלַק	PAAL	unimorph_heb	SILVER	9	1.0	
LX-cf3a338b24	חָס	PAAL	unimorph_heb	SILVER	9	1.0	
LX-a8ba7feb50	חָפַר	PAAL	unimorph_heb	SILVER	9	1.0	
LX-833fdcfadb	חוֹלֵל	PIEL	unimorph_heb	QUESTIONABLE	9	1.0	
LX-a4d20d2ce7	טִגֵּן	PIEL	unimorph_heb	GOLD	9	1.0	
LX-d17a23d201	טִלְטֵל	PIEL	unimorph_heb	GOLD	9	1.0	
LX-2e280e2457	טִפֵּס	PIEL	unimorph_heb	SILVER	9	1.0	
LX-03d434e912	טָבַע	PAAL	unimorph_heb	SILVER	9	1.0	
LX-425fc073a9	טָחַן	PAAL	unimorph_heb	SILVER	9	1.0	
LX-e34df5bc28	טָס	PAAL	unimorph_heb	GOLD	9	1.0	
LX-807238ca26	טָעָה	PAAL	unimorph_heb	SILVER	9	1.0	
LX-ac6c145b91	טָרַף	PAAL	unimorph_heb	GOLD	9	1.0	
LX-94e6564083	טֻפַּל		unimorph_heb	QUESTIONABLE	9	1.0	
LX-246b3da697	יִחֵד	PIEL	unimorph_heb	SILVER	9	1.0	
LX-1027ba49a0	יָדַע	PAAL	unimorph_heb	GOLD	9	1.0	
LX-971f876f7b	יָכֹל	PAAL	unimorph_heb	SILVER	9	1.0	
LX-3266106ba0	יָרָה	PAAL	unimorph_heb	GOLD	9	1.0	
LX-3c90c37a94	כִּבֵּד	PIEL	unimorph_heb	GOLD	9	1.0	
LX-1f20528939	כִּבֵּס	PIEL	unimorph_heb	GOLD	9	1.0	
LX-c30481b203	כִּבָּה	PIEL	unimorph_heb	SILVER	9	1.0	
LX-8b1af66757	כִּסָּה	PIEL	unimorph_heb	SILVER	9	1.0	
LX-810ea27ca3	כָּפַל	PAAL	unimorph_heb	SILVER	9	1.0	
LX-dcdd01b224	כָּרַע	PAAL	unimorph_heb	SILVER	9	1.0	
LX-006a00a0ca	כָּתַב	PAAL	unimorph_heb	GOLD	9	1.0	
LX-97654703cd	כֻּבָּה		unimorph_heb	QUESTIONABLE	9	1.0	
LX-2c4f064f15	כֻּנַּס	PUAL	unimorph_heb	SILVER	9	1.0	
LX-d6085abe9a	לִבֵּן	PIEL	unimorph_heb	SILVER	9	1.0	
LX-c5fa19b84d	לִטֵּף	PIEL	unimorph_heb	GOLD	9	1.0	
LX-ec5617194d	לִמֵּד	PIEL	unimorph_heb	GOLD	9	1.0	
LX-1e667b6cf8	לִקֵּק	PIEL	unimorph_heb	SILVER	9	1.0	
LX-2872215de7	לָבַשׁ	PAAL	unimorph_heb	GOLD	9	1.0	
LX-c87515b843	לָחַשׁ	PAAL	unimorph_heb	SILVER	9	1.0	
LX-4d4104b919	לָקָה	PAAL	unimorph_heb	SILVER	9	1.0	
LX-7bf44013b2	לֻקַּק		unimorph_heb	QUESTIONABLE	9	1.0	
LX-f88c1c94a9	מִזֵּג	PIEL	unimorph_heb	SILVER	9	1.0	
LX-bfdee6e589	מִפָּה	PIEL	unimorph_heb	SILVER	9	1.0	
LX-dc8695bc5d	מֵת	PAAL	unimorph_heb	SILVER	9	1.0	
LX-5a876c8f8f	מָדַד	PAAL	unimorph_heb	SILVER	9	1.0	
LX-f38c86e479	מָכַר	PAAL	unimorph_heb	GOLD	9	1.0	
LX-b28d05a18f	מָנַע	PAAL	unimorph_heb	SILVER	9	1.0	
LX-1a8bb53e56	מָצַץ	PAAL	unimorph_heb	SILVER	9	1.0	
LX-559749a19d	מָצָא	PAAL	unimorph_heb	GOLD	9	1.0	
LX-ffc5e79e93	מָרַד	PAAL	unimorph_heb	GOLD	9	1.0	
LX-d7299b7567	מָרַח	PAAL	unimorph_heb	SILVER	9	1.0	
LX-ccbea17ae7	מָשַׁח	PAAL	unimorph_heb	GOLD	9	1.0	
LX-059f1efcac	מָשַׁךְ	PAAL	unimorph_heb	SILVER	9	1.0	
LX-f247ae6a19	מֻזַּג		unimorph_heb	QUESTIONABLE	9	1.0	
LX-df5eb7224e	מֻלָּא	PUAL	unimorph_heb	GOLD	9	1.0	
LX-f2988da37f	מֻקַּשׁ		unimorph_heb	QUESTIONABLE	9	1.0	
LX-e49ccc7b5d	מוֹטֵט		unimorph_heb	QUESTIONABLE	9	1.0	
LX-f6d3ae66f2	נִבְדַּק		unimorph_heb	QUESTIONABLE	9	1.0	
LX-f40ce2ea1a	נִבְרָא		unimorph_heb	QUESTIONABLE	9	1.0	
LX-d716b2c31d	נִבֵּא	PIEL	unimorph_heb	SILVER	9	1.0	
LX-a498af67b5	נִגְמַר	NIFAL	unimorph_heb	SILVER	9	1.0	
LX-55fca0f10e	נִגֵּן	PIEL	unimorph_heb	SILVER	9	1.0	
LX-27ecb0d9f6	נִגַּשׁ		unimorph_heb	QUESTIONABLE	9	1.0	
LX-68707e7af8	נִחֵשׁ	PIEL	unimorph_heb	GOLD	9	1.0	
LX-3a6ffbd265	נִמְאַס		unimorph_heb	QUESTIONABLE	9	1.0	
LX-ccdfd26a66	נִמְצָא	NIFAL	unimorph_heb	SILVER	9	1.0	
LX-b625926ad5	נִסָּה	PIEL	unimorph_heb	SILVER	9	1.0	
LX-20a10d0ecb	נִפְגַּשׁ		unimorph_heb	QUESTIONABLE	9	1.0	
LX-459e134ebb	נִפֵּץ	PIEL	unimorph_heb	SILVER	9	1.0	
LX-eacd12f96d	נִשֵּׁק	PIEL	unimorph_heb	GOLD	9	1.0	
LX-40049570f0	נֶאֱבַק	NIFAL	unimorph_heb	GOLD	9	1.0	
LX-9d8f0c1ee0	נֶאֱגַר		unimorph_heb	QUESTIONABLE	9	1.0	
LX-8bd5392093	נֶאֱהַב	NIFAL	unimorph_heb	SILVER	9	1.0	
LX-06d7302519	נֶאֱהַד		unimorph_heb	QUESTIONABLE	9	1.0	
LX-acf6d0c26e	נֶאֱחַז	NIFAL	unimorph_heb	GOLD	9	1.0	
LX-f54543aebc	נֶאֱכַל	NIFAL	unimorph_heb	SILVER	9	1.0	
LX-580a14db7b	נֶאֱכַף	NIFAL	unimorph_heb	SILVER	9	1.0	
LX-4384a81da4	נָבַח	PAAL	unimorph_heb	SILVER	9	1.0	
LX-0abda6f174	נָגַד	PAAL	unimorph_heb	SILVER	9	1.0	
LX-d1af4c4396	נָהַר	PAAL	unimorph_heb	SILVER	9	1.0	
LX-292fa03563	נָטָה	PAAL	unimorph_heb	GOLD	9	1.0	
LX-c80782e94b	נָמַס	NIFAL	unimorph_heb	GOLD	9	1.0	
LX-63942d7ff8	נָע	PAAL	unimorph_heb	SILVER	9	1.0	
LX-6b26f6ae8c	נָשַׁם	PAAL	unimorph_heb	SILVER	9	1.0	
LX-ce0a640291	נָתַן	PAAL	unimorph_heb	GOLD	9	1.0	
LX-8fad168902	נֻסָּה		unimorph_heb	QUESTIONABLE	9	1.0	
LX-f5f12cd2b9	סִיֵּם	PIEL	unimorph_heb	SILVER	9	1.0	
LX-11450e52db	סִכֵּן	PIEL	unimorph_heb	GOLD	9	1.0	
LX-3e8d88da0b	סִפֵּק	PIEL	unimorph_heb	SILVER	9	1.0	
LX-02613594ca	סִפֵּר	PIEL	unimorph_heb	GOLD	9	1.0	
LX-1f9c8353a5	סָבַל	PAAL	unimorph_heb	SILVER	9	1.0	
LX-7a8b4fc1f5	סָגַר	PAAL	unimorph_heb	SILVER	9	1.0	
LX-dc53fec8d9	סָחַט	PAAL	unimorph_heb	SILVER	9	1.0	
LX-dfdb8e45d1	סָלַח	PAAL	unimorph_heb	SILVER	9	1.0	
LX-15d96bf6da	סָפַג	PAAL	unimorph_heb	SILVER	9	1.0	
LX-6ee86465c8	סָר	PAAL	unimorph_heb	GOLD	9	1.0	
LX-353c9b843f	עִשֵּׁן	PIEL	unimorph_heb	SILVER	9	1.0	
LX-eb646aacf1	עָבַר	PAAL	unimorph_heb	GOLD	9	1.0	
LX-b3c9022775	עָטַף	PAAL	unimorph_heb	GOLD	9	1.0	
LX-64be2b7b0e	עָטָה	PAAL	unimorph_heb	GOLD	9	1.0	
LX-27fdc286ee	עָלַז	PAAL	unimorph_heb	GOLD	9	1.0	
LX-eaa7f02910	עָמַד	PAAL	unimorph_heb	SILVER	9	1.0	
LX-060a887b96	עָנָה	PAAL	unimorph_heb	SILVER	9	1.0	
LX-0c0a81e9f3	עָף	PAAL	unimorph_heb	GOLD	9	1.0	
LX-3ff057211f	עָצַר	PAAL	unimorph_heb	SILVER	9	1.0	
LX-38ec517501	עָקַף	PAAL	unimorph_heb	GOLD	9	1.0	
LX-8e9c369990	עָקַץ	PAAL	unimorph_heb	SILVER	9	1.0	
LX-b97bf4b70c	עָשָׂה	PAAL	unimorph_heb	SILVER	9	1.0	
LX-9ff98c324f	עוֹדֵד	PIEL	unimorph_heb	SILVER	9	1.0	
LX-0ab103d61a	עוֹרֵר	PIEL	unimorph_heb	QUESTIONABLE	9	1.0	
LX-fdb3a823b3	פִּנָּה	PIEL	unimorph_heb	GOLD	9	1.0	
LX-bb95efdabf	פִּשֵּׁט	PIEL	unimorph_heb	GOLD	9	1.0	
LX-355f14051c	פָּגַע	PAAL	unimorph_heb	SILVER	9	1.0	
LX-e405d57fd3	פָּגַשׁ	PAAL	unimorph_heb	SILVER	9	1.0	
LX-84f4a01728	פָּחַד	PAAL	unimorph_heb	SILVER	9	1.0	
LX-4fd145b50b	פָּצַע	PAAL	unimorph_heb	SILVER	9	1.0	
LX-b513d389f8	פָּקַד	PAAL	unimorph_heb	SILVER	9	1.0	
LX-929dec664d	פָּקַח	PAAL	unimorph_heb	SILVER	9	1.0	
LX-2d4117a3d2	פָּתַח	PAAL	unimorph_heb	SILVER	9	1.0	
LX-df9c2f7d3a	צִיֵּר	PIEL	unimorph_heb	GOLD	9	1.0	
LX-427a88d327	צִפָּה	PIEL	unimorph_heb	SILVER	9	1.0	
LX-d8547e23a9	צָם	PAAL	unimorph_heb	GOLD	9	1.0	
LX-4e5da48139	צָפָה	PAAL	unimorph_heb	SILVER	9	1.0	
LX-a16eebd721	צָרַח	PAAL	unimorph_heb	SILVER	9	1.0	
LX-2ae5d33863	צָרַךְ	PAAL	unimorph_heb	SILVER	9	1.0	
LX-3b3c7aa2d2	קִבֵּל	PIEL	unimorph_heb	SILVER	9	1.0	
LX-4d5a535508	קִיֵּם	PIEL	unimorph_heb	GOLD	9	1.0	
