form_id	lexeme_id	root_id	form_raw	form_nfc	form_vocalized	form_unvocalized	form_stripped	form_vocalized_variants	form_unvocalized_variants	pos	finiteness	tense	aspect	mood	person	number	gender	voice	binyan	canonical_cell	is_past_cell	unimorph_tag_raw	is_syncretic	syncretism_group	is_syncretic_unvocalized	syncretism_group_unvocalized	plene_consistent	wiktionary_corroborated	ud_attested	is_attested	is_generated	source_primary	source_ids	confidence	quality_tier	quality_flags
SYN-LX-0008e7d689.PST.2MSG	SYN-LX-0008e7d689	SYN-RT-5de2ae1b0f	הִטְצַסְתָּ	הִטְצַסְתָּ	הִטְצַסְתָּ	הטצסת	הטצסת			V	FIN	PST	NA	IND	2	SG	MASC	NA	HIFIL	PST.2MSG	True		False		True	SYN-LX-0008e7d689:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:HIFIL:PST.2MSG	1.0	GOLD	SYNTHETIC
SYN-LX-0008e7d689.PST.2FSG	SYN-LX-0008e7d689	SYN-RT-5de2ae1b0f	הִטְצַסְתְּ	הִטְצַסְתְּ	הִטְצַסְתְּ	הטצסת	הטצסת			V	FIN	PST	NA	IND	2	SG	FEM	NA	HIFIL	PST.2FSG	True		False		True	SYN-LX-0008e7d689:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:HIFIL:PST.2FSG	1.0	GOLD	SYNTHETIC
SYN-LX-0008e7d689.PST.3MSG	SYN-LX-0008e7d689	SYN-RT-5de2ae1b0f	הִטְצִיס	הִטְצִיס	הִטְצִיס	הטציס	הטציס			V	FIN	PST	NA	IND	3	SG	MASC	NA	HIFIL	PST.3MSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:HIFIL:PST.3MSG	1.0	GOLD	SYNTHETIC
SYN-LX-0008e7d689.PST.3FSG	SYN-LX-0008e7d689	SYN-RT-5de2ae1b0f	הִטְצִיסָה	הִטְצִיסָה	הִטְצִיסָה	הטציסה	הטציסה			V	FIN	PST	NA	IND	3	SG	FEM	NA	HIFIL	PST.3FSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:HIFIL:PST.3FSG	1.0	GOLD	SYNTHETIC
SYN-LX-0008e7d689.PST.1PL	SYN-LX-0008e7d689	SYN-RT-5de2ae1b0f	הִטְצַסְנוּ	הִטְצַסְנוּ	הִטְצַסְנוּ	הטצסנו	הטצסנו			V	FIN	PST	NA	IND	1	PL	NA	NA	HIFIL	PST.1PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:HIFIL:PST.1PL	1.0	GOLD	SYNTHETIC
SYN-LX-0008e7d689.PST.2MPL	SYN-LX-0008e7d689	SYN-RT-5de2ae1b0f	הִטְצַסְתֶּם	הִטְצַסְתֶּם	הִטְצַסְתֶּם	הטצסתם	הטצסתם			V	FIN	PST	NA	IND	2	PL	MASC	NA	HIFIL	PST.2MPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:HIFIL:PST.2MPL	1.0	GOLD	SYNTHETIC
SYN-LX-0008e7d689.PST.2FPL	SYN-LX-0008e7d689	SYN-RT-5de2ae1b0f	הִטְצַסְתֶּן	הִטְצַסְתֶּן	הִטְצַסְתֶּן	הטצסתן	הטצסתן			V	FIN	PST	NA	IND	2	PL	FEM	NA	HIFIL	PST.2FPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:HIFIL:PST.2FPL	1.0	GOLD	SYNTHETIC
SYN-LX-0008e7d689.PST.3PL	SYN-LX-0008e7d689	SYN-RT-5de2ae1b0f	הִטְצִיסוּ	הִטְצִיסוּ	הִטְצִיסוּ	הטציסו	הטציסו			V	FIN	PST	NA	IND	3	PL	NA	NA	HIFIL	PST.3PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:HIFIL:PST.3PL	1.0	GOLD	SYNTHETIC
SYN-LX-000b5235e7.PST.1SG	SYN-LX-000b5235e7	SYN-RT-dd7b0e6f0b	נִפְסַדְתִּי	נִפְסַדְתִּי	נִפְסַדְתִּי	נפסדתי	נפסדתי			V	FIN	PST	NA	IND	1	SG	NA	NA	NIFAL	PST.1SG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.1SG	1.0	GOLD	SYNTHETIC
SYN-LX-000b5235e7.PST.2MSG	SYN-LX-000b5235e7	SYN-RT-dd7b0e6f0b	נִפְסַדְתָּ	נִפְסַדְתָּ	נִפְסַדְתָּ	נפסדת	נפסדת			V	FIN	PST	NA	IND	2	SG	MASC	NA	NIFAL	PST.2MSG	True		False		True	SYN-LX-000b5235e7:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.2MSG	1.0	GOLD	SYNTHETIC
SYN-LX-000b5235e7.PST.2FSG	SYN-LX-000b5235e7	SYN-RT-dd7b0e6f0b	נִפְסַדְתְּ	נִפְסַדְתְּ	נִפְסַדְתְּ	נפסדת	נפסדת			V	FIN	PST	NA	IND	2	SG	FEM	NA	NIFAL	PST.2FSG	True		False		True	SYN-LX-000b5235e7:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.2FSG	1.0	GOLD	SYNTHETIC
SYN-LX-000b5235e7.PST.3MSG	SYN-LX-000b5235e7	SYN-RT-dd7b0e6f0b	נִפְסַד	נִפְסַד	נִפְסַד	נפסד	נפסד			V	FIN	PST	NA	IND	3	SG	MASC	NA	NIFAL	PST.3MSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.3MSG	1.0	GOLD	SYNTHETIC
SYN-LX-000b5235e7.PST.3FSG	SYN-LX-000b5235e7	SYN-RT-dd7b0e6f0b	נִפְסְדָה	נִפְסְדָה	נִפְסְדָה	נפסדה	נפסדה			V	FIN	PST	NA	IND	3	SG	FEM	NA	NIFAL	PST.3FSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.3FSG	1.0	GOLD	SYNTHETIC
SYN-LX-000b5235e7.PST.1PL	SYN-LX-000b5235e7	SYN-RT-dd7b0e6f0b	נִפְסַדְנוּ	נִפְסַדְנוּ	נִפְסַדְנוּ	נפסדנו	נפסדנו			V	FIN	PST	NA	IND	1	PL	NA	NA	NIFAL	PST.1PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.1PL	1.0	GOLD	SYNTHETIC
SYN-LX-000b5235e7.PST.2MPL	SYN-LX-000b5235e7	SYN-RT-dd7b0e6f0b	נִפְסַדְתֶּם	נִפְסַדְתֶּם	נִפְסַדְתֶּם	נפסדתם	נפסדתם			V	FIN	PST	NA	IND	2	PL	MASC	NA	NIFAL	PST.2MPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.2MPL	1.0	GOLD	SYNTHETIC
SYN-LX-000b5235e7.PST.2FPL	SYN-LX-000b5235e7	SYN-RT-dd7b0e6f0b	נִפְסַדְתֶּן	נִפְסַדְתֶּן	נִפְסַדְתֶּן	נפסדתן	נפסדתן			V	FIN	PST	NA	IND	2	PL	FEM	NA	NIFAL	PST.2FPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.2FPL	1.0	GOLD	SYNTHETIC
SYN-LX-000b5235e7.PST.3PL	SYN-LX-000b5235e7	SYN-RT-dd7b0e6f0b	נִפְסְדוּ	נִפְסְדוּ	נִפְסְדוּ	נפסדו	נפסדו			V	FIN	PST	NA	IND	3	PL	NA	NA	NIFAL	PST.3PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.3PL	1.0	GOLD	SYNTHETIC
SYN-LX-001b7de342.PST.1SG	SYN-LX-001b7de342	SYN-RT-31174d820c	רֻטַּנְתִּי	רֻטַּנְתִּי	רֻטַּנְתִּי	רטנתי	רטנתי			V	FIN	PST	NA	IND	1	SG	NA	NA	PUAL	PST.1SG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.1SG	1.0	GOLD	SYNTHETIC
SYN-LX-001b7de342.PST.2MSG	SYN-LX-001b7de342	SYN-RT-31174d820c	רֻטַּנְתָּ	רֻטַּנְתָּ	רֻטַּנְתָּ	רטנת	רטנת			V	FIN	PST	NA	IND	2	SG	MASC	NA	PUAL	PST.2MSG	True		False		True	SYN-LX-001b7de342:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2MSG	1.0	GOLD	SYNTHETIC
SYN-LX-001b7de342.PST.2FSG	SYN-LX-001b7de342	SYN-RT-31174d820c	רֻטַּנְתְּ	רֻטַּנְתְּ	רֻטַּנְתְּ	רטנת	רטנת			V	FIN	PST	NA	IND	2	SG	FEM	NA	PUAL	PST.2FSG	True		False		True	SYN-LX-001b7de342:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2FSG	1.0	GOLD	SYNTHETIC
SYN-LX-001b7de342.PST.3MSG	SYN-LX-001b7de342	SYN-RT-31174d820c	רֻטַּן	רֻטַּן	רֻטַּן	רטן	רטן			V	FIN	PST	NA	IND	3	SG	MASC	NA	PUAL	PST.3MSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.3MSG	1.0	GOLD	SYNTHETIC
SYN-LX-001b7de342.PST.3FSG	SYN-LX-001b7de342	SYN-RT-31174d820c	רֻטְּנָה	רֻטְּנָה	רֻטְּנָה	רטנה	רטנה			V	FIN	PST	NA	IND	3	SG	FEM	NA	PUAL	PST.3FSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.3FSG	1.0	GOLD	SYNTHETIC
SYN-LX-001b7de342.PST.1PL	SYN-LX-001b7de342	SYN-RT-31174d820c	רֻטַּנְנוּ	רֻטַּנְנוּ	רֻטַּנְנוּ	רטננו	רטננו			V	FIN	PST	NA	IND	1	PL	NA	NA	PUAL	PST.1PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.1PL	1.0	GOLD	SYNTHETIC
SYN-LX-001b7de342.PST.2MPL	SYN-LX-001b7de342	SYN-RT-31174d820c	רֻטַּנְתֶּם	רֻטַּנְתֶּם	רֻטַּנְתֶּם	רטנתם	רטנתם			V	FIN	PST	NA	IND	2	PL	MASC	NA	PUAL	PST.2MPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2MPL	1.0	GOLD	SYNTHETIC
SYN-LX-001b7de342.PST.2FPL	SYN-LX-001b7de342	SYN-RT-31174d820c	רֻטַּנְתֶּן	רֻטַּנְתֶּן	רֻטַּנְתֶּן	רטנתן	רטנתן			V	FIN	PST	NA	IND	2	PL	FEM	NA	PUAL	PST.2FPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2FPL	1.0	GOLD	SYNTHETIC
SYN-LX-001b7de342.PST.3PL	SYN-LX-001b7de342	SYN-RT-31174d820c	רֻטְּנוּ	רֻטְּנוּ	רֻטְּנוּ	רטנו	רטנו			V	FIN	PST	NA	IND	3	PL	NA	NA	PUAL	PST.3PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.3PL	1.0	GOLD	SYNTHETIC
SYN-LX-00244933a3.PST.1SG	SYN-LX-00244933a3	SYN-RT-816e84b629	שֻׁלַּסְתִּי	שֻׁלַּסְתִּי	שֻׁלַּסְתִּי	שלסתי	שלסתי			V	FIN	PST	NA	IND	1	SG	NA	NA	PUAL	PST.1SG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.1SG	1.0	GOLD	SYNTHETIC
SYN-LX-00244933a3.PST.2MSG	SYN-LX-00244933a3	SYN-RT-816e84b629	שֻׁלַּסְתָּ	שֻׁלַּסְתָּ	שֻׁלַּסְתָּ	שלסת	שלסת			V	FIN	PST	NA	IND	2	SG	MASC	NA	PUAL	PST.2MSG	True		False		True	SYN-LX-00244933a3:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2MSG	1.0	GOLD	SYNTHETIC
SYN-LX-00244933a3.PST.2FSG	SYN-LX-00244933a3	SYN-RT-816e84b629	שֻׁלַּסְתְּ	שֻׁלַּסְתְּ	שֻׁלַּסְתְּ	שלסת	שלסת			V	FIN	PST	NA	IND	2	SG	FEM	NA	PUAL	PST.2FSG	True		False		True	SYN-LX-00244933a3:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2FSG	1.0	GOLD	SYNTHETIC
SYN-LX-00244933a3.PST.3MSG	SYN-LX-00244933a3	SYN-RT-816e84b629	שֻׁלַּס	שֻׁלַּס	שֻׁלַּס	שלס	שלס			V	FIN	PST	NA	IND	3	SG	MASC	NA	PUAL	PST.3MSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.3MSG	1.0	GOLD	SYNTHETIC
SYN-LX-00244933a3.PST.3FSG	SYN-LX-00244933a3	SYN-RT-816e84b629	שֻׁלְּסָה	שֻׁלְּסָה	שֻׁלְּסָה	שלסה	שלסה			V	FIN	PST	NA	IND	3	SG	FEM	NA	PUAL	PST.3FSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.3FSG	1.0	GOLD	SYNTHETIC
SYN-LX-00244933a3.PST.1PL	SYN-LX-00244933a3	SYN-RT-816e84b629	שֻׁלַּסְנוּ	שֻׁלַּסְנוּ	שֻׁלַּסְנוּ	שלסנו	שלסנו			V	FIN	PST	NA	IND	1	PL	NA	NA	PUAL	PST.1PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.1PL	1.0	GOLD	SYNTHETIC
SYN-LX-00244933a3.PST.2MPL	SYN-LX-00244933a3	SYN-RT-816e84b629	שֻׁלַּסְתֶּם	שֻׁלַּסְתֶּם	שֻׁלַּסְתֶּם	שלסתם	שלסתם			V	FIN	PST	NA	IND	2	PL	MASC	NA	PUAL	PST.2MPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2MPL	1.0	GOLD	SYNTHETIC
SYN-LX-00244933a3.PST.2FPL	SYN-LX-00244933a3	SYN-RT-816e84b629	שֻׁלַּסְתֶּן	שֻׁלַּסְתֶּן	שֻׁלַּסְתֶּן	שלסתן	שלסתן			V	FIN	PST	NA	IND	2	PL	FEM	NA	PUAL	PST.2FPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2FPL	1.0	GOLD	SYNTHETIC
SYN-LX-00244933a3.PST.3PL	SYN-LX-00244933a3	SYN-RT-816e84b629	שֻׁלְּסוּ	שֻׁלְּסוּ	שֻׁלְּסוּ	שלסו	שלסו			V	FIN	PST	NA	IND	3	PL	NA	NA	PUAL	PST.3PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.3PL	1.0	GOLD	SYNTHETIC
SYN-LX-0031893a53.PST.1SG	SYN-LX-0031893a53	SYN-RT-a42984a59f	תֻבַּכְתִּי	תֻבַּכְתִּי	תֻבַּכְתִּי	תבכתי	תבכתי			V	FIN	PST	NA	IND	1	SG	NA	NA	PUAL	PST.1SG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.1SG	1.0	GOLD	SYNTHETIC
SYN-LX-0031893a53.PST.2MSG	SYN-LX-0031893a53	SYN-RT-a42984a59f	תֻבַּכְתָּ	תֻבַּכְתָּ	תֻבַּכְתָּ	תבכת	תבכת			V	FIN	PST	NA	IND	2	SG	MASC	NA	PUAL	PST.2MSG	True		False		True	SYN-LX-0031893a53:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2MSG	1.0	GOLD	SYNTHETIC
SYN-LX-0031893a53.PST.2FSG	SYN-LX-0031893a53	SYN-RT-a42984a59f	תֻבַּכְתְּ	תֻבַּכְתְּ	תֻבַּכְתְּ	תבכת	תבכת			V	FIN	PST	NA	IND	2	SG	FEM	NA	PUAL	PST.2FSG	True		False		True	SYN-LX-0031893a53:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2FSG	1.0	GOLD	SYNTHETIC
SYN-LX-0031893a53.PST.3MSG	SYN-LX-0031893a53	SYN-RT-a42984a59f	תֻבַּך	תֻבַּך	תֻבַּך	תבך	תבך			V	FIN	PST	NA	IND	3	SG	MASC	NA	PUAL	PST.3MSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.3MSG	1.0	GOLD	SYNTHETIC
SYN-LX-0031893a53.PST.3FSG	SYN-LX-0031893a53	SYN-RT-a42984a59f	תֻבְּכָה	תֻבְּכָה	תֻבְּכָה	תבכה	תבכה			V	FIN	PST	NA	IND	3	SG	FEM	NA	PUAL	PST.3FSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.3FSG	1.0	GOLD	SYNTHETIC
SYN-LX-0031893a53.PST.1PL	SYN-LX-0031893a53	SYN-RT-a42984a59f	תֻבַּכְנוּ	תֻבַּכְנוּ	תֻבַּכְנוּ	תבכנו	תבכנו			V	FIN	PST	NA	IND	1	PL	NA	NA	PUAL	PST.1PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.1PL	1.0	GOLD	SYNTHETIC
SYN-LX-0031893a53.PST.2MPL	SYN-LX-0031893a53	SYN-RT-a42984a59f	תֻבַּכְתֶּם	תֻבַּכְתֶּם	תֻבַּכְתֶּם	תבכתם	תבכתם			V	FIN	PST	NA	IND	2	PL	MASC	NA	PUAL	PST.2MPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2MPL	1.0	GOLD	SYNTHETIC
SYN-LX-0031893a53.PST.2FPL	SYN-LX-0031893a53	SYN-RT-a42984a59f	תֻבַּכְתֶּן	תֻבַּכְתֶּן	תֻבַּכְתֶּן	תבכתן	תבכתן			V	FIN	PST	NA	IND	2	PL	FEM	NA	PUAL	PST.2FPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.2FPL	1.0	GOLD	SYNTHETIC
SYN-LX-0031893a53.PST.3PL	SYN-LX-0031893a53	SYN-RT-a42984a59f	תֻבְּכוּ	תֻבְּכוּ	תֻבְּכוּ	תבכו	תבכו			V	FIN	PST	NA	IND	3	PL	NA	NA	PUAL	PST.3PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PUAL:PST.3PL	1.0	GOLD	SYNTHETIC
SYN-LX-003b83421f.PST.1SG	SYN-LX-003b83421f	SYN-RT-e04659c9d1	סִטַּנְתִּי	סִטַּנְתִּי	סִטַּנְתִּי	סטנתי	סטנתי			V	FIN	PST	NA	IND	1	SG	NA	NA	PIEL	PST.1SG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PIEL:PST.1SG	1.0	GOLD	SYNTHETIC
SYN-LX-003b83421f.PST.2MSG	SYN-LX-003b83421f	SYN-RT-e04659c9d1	סִטַּנְתָּ	סִטַּנְתָּ	סִטַּנְתָּ	סטנת	סטנת			V	FIN	PST	NA	IND	2	SG	MASC	NA	PIEL	PST.2MSG	True		False		True	SYN-LX-003b83421f:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:PIEL:PST.2MSG	1.0	GOLD	SYNTHETIC
SYN-LX-003b83421f.PST.2FSG	SYN-LX-003b83421f	SYN-RT-e04659c9d1	סִטַּנְתְּ	סִטַּנְתְּ	סִטַּנְתְּ	סטנת	סטנת			V	FIN	PST	NA	IND	2	SG	FEM	NA	PIEL	PST.2FSG	True		False		True	SYN-LX-003b83421f:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:PIEL:PST.2FSG	1.0	GOLD	SYNTHETIC
SYN-LX-003b83421f.PST.3MSG	SYN-LX-003b83421f	SYN-RT-e04659c9d1	סִטֵּן	סִטֵּן	סִטֵּן	סטן	סטן			V	FIN	PST	NA	IND	3	SG	MASC	NA	PIEL	PST.3MSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PIEL:PST.3MSG	1.0	GOLD	SYNTHETIC
SYN-LX-003b83421f.PST.3FSG	SYN-LX-003b83421f	SYN-RT-e04659c9d1	סִטְּנָה	סִטְּנָה	סִטְּנָה	סטנה	סטנה			V	FIN	PST	NA	IND	3	SG	FEM	NA	PIEL	PST.3FSG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PIEL:PST.3FSG	1.0	GOLD	SYNTHETIC
SYN-LX-003b83421f.PST.1PL	SYN-LX-003b83421f	SYN-RT-e04659c9d1	סִטַּנְנוּ	סִטַּנְנוּ	סִטַּנְנוּ	סטננו	סטננו			V	FIN	PST	NA	IND	1	PL	NA	NA	PIEL	PST.1PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PIEL:PST.1PL	1.0	GOLD	SYNTHETIC
SYN-LX-003b83421f.PST.2MPL	SYN-LX-003b83421f	SYN-RT-e04659c9d1	סִטַּנְתֶּם	סִטַּנְתֶּם	סִטַּנְתֶּם	סטנתם	סטנתם			V	FIN	PST	NA	IND	2	PL	MASC	NA	PIEL	PST.2MPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PIEL:PST.2MPL	1.0	GOLD	SYNTHETIC
SYN-LX-003b83421f.PST.2FPL	SYN-LX-003b83421f	SYN-RT-e04659c9d1	סִטַּנְתֶּן	סִטַּנְתֶּן	סִטַּנְתֶּן	סטנתן	סטנתן			V	FIN	PST	NA	IND	2	PL	FEM	NA	PIEL	PST.2FPL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PIEL:PST.2FPL	1.0	GOLD	SYNTHETIC
SYN-LX-003b83421f.PST.3PL	SYN-LX-003b83421f	SYN-RT-e04659c9d1	סִטְּנוּ	סִטְּנוּ	סִטְּנוּ	סטנו	סטנו			V	FIN	PST	NA	IND	3	PL	NA	NA	PIEL	PST.3PL	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:PIEL:PST.3PL	1.0	GOLD	SYNTHETIC
SYN-LX-00484b9393.PST.1SG	SYN-LX-00484b9393	SYN-RT-d27254c9e9	נִתְמַנְתִּי	נִתְמַנְתִּי	נִתְמַנְתִּי	נתמנתי	נתמנתי			V	FIN	PST	NA	IND	1	SG	NA	NA	NIFAL	PST.1SG	True		False		False		True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.1SG	1.0	GOLD	SYNTHETIC
SYN-LX-00484b9393.PST.2MSG	SYN-LX-00484b9393	SYN-RT-d27254c9e9	נִתְמַנְתָּ	נִתְמַנְתָּ	נִתְמַנְתָּ	נתמנת	נתמנת			V	FIN	PST	NA	IND	2	SG	MASC	NA	NIFAL	PST.2MSG	True		False		True	SYN-LX-00484b9393:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.2MSG	1.0	GOLD	SYNTHETIC
SYN-LX-00484b9393.PST.2FSG	SYN-LX-00484b9393	SYN-RT-d27254c9e9	נִתְמַנְתְּ	נִתְמַנְתְּ	נִתְמַנְתְּ	נתמנת	נתמנת			V	FIN	PST	NA	IND	2	SG	FEM	NA	NIFAL	PST.2FSG	True		False		True	SYN-LX-00484b9393:U1	True		False	False	True	synthetic_v1	synthetic_v1:template:NIFAL:PST.2FSG	1.0	GOLD	SYNTHETIC
